Source_tissue	Target_tissue	Source_cytokine_ensembl	Target_cytokine_ensembl	Source_cytokine_genename	Target_cytokine_genename	Source_cytokine_description	Target_cytokine_description	Source_cytokine_uniprot	Target_cytokine_uniprot	Receptor_ensembl	Receptor_genename	Receptor_synonym	Receptor_uniprot	Receptor_description	Source_tissue_ontology	Target_tissue_ontology	reference_first	reference_second	Action.Sentiment_first	Action.Sentiment_second	NumPapers_first	NumPapers_second	Enrichment.Score_first	Enrichment.Score_second
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000113520	IL2	IL4	Interleukin 2	Interleukin 4	P60568	P05112	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000121858	IL2	TNFSF10	Interleukin 2	TNF superfamily member 10	P60568	P50591	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000140285	IL2	FGF7	Interleukin 2	Fibroblast growth factor 7	P60568	P21781	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000142224	IL2	IL19	Interleukin 2	Interleukin 19	P60568	Q9UHD0	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000163235	IL2	TGFA	Interleukin 2	Transforming growth factor alpha	P60568	P01135	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000163736	IL2	PPBP	Interleukin 2	Pro-platelet basic protein	P60568	P02775	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000163737	IL2	PF4	Interleukin 2	Platelet factor 4	P60568	P02776	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	basophil	ENSG00000109471	ENSG00000184371	IL2	CSF1	Interleukin 2	Colony stimulating factor 1	P60568	P09603	ENSG00000134460	IL2RA	CD25, IDDM10, IL2R	P01589	Interleukin 2 receptor subunit alpha	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000095752	FLT3LG	IL11	Fms related tyrosine kinase 3 ligand	Interleukin 11	P49771	P20809	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000113578	FLT3LG	FGF1	Fms related tyrosine kinase 3 ligand	Fibroblast growth factor 1	P49771	P05230	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000120235	FLT3LG	IFNA6	Fms related tyrosine kinase 3 ligand	Interferon alpha 6	P49771	P05013	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000120337	FLT3LG	TNFSF18	Fms related tyrosine kinase 3 ligand	TNF superfamily member 18	P49771	Q9UNG2	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000145839	FLT3LG	IL9	Fms related tyrosine kinase 3 ligand	Interleukin 9	P49771	P15248	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000147896	FLT3LG	IFNK	Fms related tyrosine kinase 3 ligand	Interferon kappa	P49771	Q9P0W0	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000188379	FLT3LG	IFNA2	Fms related tyrosine kinase 3 ligand	Interferon alpha 2	P49771	P01563	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000197110	FLT3LG	IFNL3	Fms related tyrosine kinase 3 ligand	Interferon lambda 3	P49771	Q8IZI9	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000197272	FLT3LG	IL27	Fms related tyrosine kinase 3 ligand	Interleukin 27	P49771	Q8NEV9	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000197919	FLT3LG	IFNA1	Fms related tyrosine kinase 3 ligand	Interferon alpha 1	P49771	P01562	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000233816	FLT3LG	IFNA13	Fms related tyrosine kinase 3 ligand	Interferon alpha 13	P49771	P01562	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	brain	ENSG00000090554	ENSG00000276085	FLT3LG	CCL3L1	Fms related tyrosine kinase 3 ligand	C-C motif chemokine ligand 3 like 1	P49771	P16619	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000090554	IL2	FLT3LG	Interleukin 2	Fms related tyrosine kinase 3 ligand	P60568	P49771	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000102245	IL2	CD40LG	Interleukin 2	CD40 ligand	P60568	P29965	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000111537	IL2	IFNG	Interleukin 2	Interferon gamma	P60568	P01579	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	Positive	NA	14	NA	10.92
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000117560	IL2	FASLG	Interleukin 2	Fas ligand	P60568	P48023	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000182393	IL2	IFNL1	Interleukin 2	Interferon lambda 1	P60568	Q8IU54	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000271503	IL2	CCL5	Interleukin 2	C-C motif chemokine ligand 5	P60568	P13501	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000275302	IL2	CCL4	Interleukin 2	C-C motif chemokine ligand 4	P60568	P13236	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	gdT-cell	ENSG00000109471	ENSG00000277632	IL2	CCL3	Interleukin 2	C-C motif chemokine ligand 3	P60568	P10147	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000798	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000090554	IL23A	FLT3LG	Interleukin 23 subunit alpha	Fms related tyrosine kinase 3 ligand	Q9NPF7	P49771	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000100311	IL23A	PDGFB	Interleukin 23 subunit alpha	Platelet derived growth factor subunit B	Q9NPF7	P01127	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000102245	IL23A	CD40LG	Interleukin 23 subunit alpha	CD40 ligand	Q9NPF7	P29965	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000111536	IL23A	IL26	Interleukin 23 subunit alpha	Interleukin 26	Q9NPF7	Q9NPH9	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000115009	IL23A	CCL20	Interleukin 23 subunit alpha	C-C motif chemokine ligand 20	Q9NPF7	P78556	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000182393	IL23A	IFNL1	Interleukin 23 subunit alpha	Interferon lambda 1	Q9NPF7	Q8IU54	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	MAIT T-cell	ENSG00000110944	ENSG00000275302	IL23A	CCL4	Interleukin 23 subunit alpha	C-C motif chemokine ligand 4	Q9NPF7	P13236	ENSG00000162594	IL23R	IL-23R	Q5VWK5	Interleukin 23 receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000092969	CD40LG	TGFB2	CD40 ligand	Transforming growth factor beta 2	P29965	P61812	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000102970	CD40LG	CCL17	CD40 ligand	C-C motif chemokine ligand 17	P29965	Q92583	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000104432	CD40LG	IL7	CD40 ligand	Interleukin 7	P29965	P13232	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000105246	CD40LG	EBI3	CD40 ligand	Epstein-Barr virus induced 3	P29965	Q14213	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000110944	CD40LG	IL23A	CD40 ligand	Interleukin 23 subunit alpha	P29965	Q9NPF7	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000113525	CD40LG	IL5	CD40 ligand	Interleukin 5	P29965	P05113	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000125726	CD40LG	CD70	CD40 ligand	CD70 molecule	P29965	P32970	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000131142	CD40LG	CCL25	CD40 ligand	C-C motif chemokine ligand 25	P29965	O15444	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	memory B-cell	ENSG00000102245	ENSG00000136244	CD40LG	IL6	CD40 ligand	Interleukin 6	P29965	P05231	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000102970	FLT3LG	CCL17	Fms related tyrosine kinase 3 ligand	C-C motif chemokine ligand 17	P49771	Q92583	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000136689	FLT3LG	IL1RN	Fms related tyrosine kinase 3 ligand	Interleukin 1 receptor antagonist	P49771	P18510	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000145824	FLT3LG	CXCL14	Fms related tyrosine kinase 3 ligand	C-X-C motif chemokine ligand 14	P49771	O95715	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000150782	FLT3LG	IL18	Fms related tyrosine kinase 3 ligand	Interleukin 18	P49771	Q14116	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000161955	FLT3LG	TNFSF13	Fms related tyrosine kinase 3 ligand	TNF superfamily member 13	P49771	O75888	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	myeloid DC	ENSG00000090554	ENSG00000182393	FLT3LG	IFNL1	Fms related tyrosine kinase 3 ligand	Interferon lambda 1	P49771	Q8IU54	ENSG00000122025	FLT3	CD135, FLK2, STK1	P36888	Fms related tyrosine kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	naive B-cell	ENSG00000102245	ENSG00000092969	CD40LG	TGFB2	CD40 ligand	Transforming growth factor beta 2	P29965	P61812	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	naive B-cell	ENSG00000102245	ENSG00000105246	CD40LG	EBI3	CD40 ligand	Epstein-Barr virus induced 3	P29965	Q14213	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	naive B-cell	ENSG00000102245	ENSG00000110944	CD40LG	IL23A	CD40 ligand	Interleukin 23 subunit alpha	P29965	Q9NPF7	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	naive B-cell	ENSG00000102245	ENSG00000136244	CD40LG	IL6	CD40 ligand	Interleukin 6	P29965	P05231	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	naive B-cell	ENSG00000102245	ENSG00000168811	CD40LG	IL12A	CD40 ligand	Interleukin 12A	P29965	P29459	ENSG00000101017	CD40	Bp50, p50, TNFRSF5	P25942	CD40 molecule	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000095752	IFNG	IL11	Interferon gamma	Interleukin 11	P01579	P20809	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000099985	IFNG	OSM	Interferon gamma	Oncostatin M	P01579	P13725	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000102524	IFNG	TNFSF13B	Interferon gamma	TNF superfamily member 13b	P01579	Q9Y275	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	Positive	NA	2	NA	1.88
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000113302	IFNG	IL12B	Interferon gamma	Interleukin 12B	P01579	P29460	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000118785	IFNG	SPP1	Interferon gamma	Secreted phosphoprotein 1	P01579	P10451	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000121858	IFNG	TNFSF10	Interferon gamma	TNF superfamily member 10	P01579	P50591	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000124875	IFNG	CXCL6	Interferon gamma	C-X-C motif chemokine ligand 6	P01579	P80162	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000125538	IFNG	IL1B	Interferon gamma	Interleukin 1 beta	P01579	P01584	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	Positive	NA	24	NA	2.03
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000125735	IFNG	TNFSF14	Interferon gamma	TNF superfamily member 14	P01579	O43557	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000130513	IFNG	GDF15	Interferon gamma	Growth differentiation factor 15	P01579	Q99988	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000136689	IFNG	IL1RN	Interferon gamma	Interleukin 1 receptor antagonist	P01579	P18510	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	Positive	NA	4	NA	2.54
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000138798	IFNG	EGF	Interferon gamma	Epidermal growth factor	P01579	P01133	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000163235	IFNG	TGFA	Interferon gamma	Transforming growth factor alpha	P01579	P01135	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000163735	IFNG	CXCL5	Interferon gamma	C-X-C motif chemokine ligand 5	P01579	P42830	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000163736	IFNG	PPBP	Interferon gamma	Pro-platelet basic protein	P01579	P02775	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000163737	IFNG	PF4	Interferon gamma	Platelet factor 4	P01579	P02776	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000163739	IFNG	CXCL1	Interferon gamma	C-X-C motif chemokine ligand 1	P01579	P09341	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000169429	IFNG	CXCL8	Interferon gamma	C-X-C motif chemokine ligand 8	P01579	P10145	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	Positive	NA	162	NA	11.04
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000217555	IFNG	CKLF	Interferon gamma	Chemokine like factor	P01579	Q9UBR5	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	neutrophil	ENSG00000111537	ENSG00000276085	IFNG	CCL3L1	Interferon gamma	C-C motif chemokine ligand 3 like 1	P01579	P16619	ENSG00000159128	IFNGR2	AF-1, IFNGT1	P38484	Interferon gamma receptor 2	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000120659	IL2	TNFSF11	Interleukin 2	TNF superfamily member 11	P60568	O14788	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000125571	IL2	IL37	Interleukin 2	Interleukin 37	P60568	Q9NZH6	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000128342	IL2	LIF	Interleukin 2	LIF, interleukin 6 family cytokine	P60568	P15018	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000131142	IL2	CCL25	Interleukin 2	C-C motif chemokine ligand 25	P60568	O15444	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000143184	IL2	XCL1	Interleukin 2	X-C motif chemokine ligand 1	P60568	P47992	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000143185	IL2	XCL2	Interleukin 2	X-C motif chemokine ligand 2	P60568	Q9UBD3	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000164400	IL2	CSF2	Interleukin 2	Colony stimulating factor 2	P60568	P04141	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	Positive	NA	4	NA	0.43
memory CD4 T-cell	NK-cell	ENSG00000109471	ENSG00000182393	IL2	IFNL1	Interleukin 2	Interferon lambda 1	P60568	Q8IU54	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000019991	IL2	HGF	Interleukin 2	Hepatocyte growth factor	P60568	P14210	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000105246	IL2	EBI3	Interleukin 2	Epstein-Barr virus induced 3	P60568	Q14213	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000108700	IL2	CCL8	Interleukin 2	C-C motif chemokine ligand 8	P60568	P80075	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000118785	IL2	SPP1	Interleukin 2	Secreted phosphoprotein 1	P60568	P10451	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000130513	IL2	GDF15	Interleukin 2	Growth differentiation factor 15	P60568	Q99988	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
memory CD4 T-cell	placenta	ENSG00000109471	ENSG00000137747	IL2	TMPRSS13	Interleukin 2	Transmembrane serine protease 13	P60568	Q9BYE2	ENSG00000100385	IL2RB	CD122, IL15RB	P14784	Interleukin 2 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
